timestamp_local,millis,enc
2020-03-29 20:56:52.693380,595, 0
2020-03-29 20:56:52.701549,606, 0
2020-03-29 20:56:52.714109,617, 0
2020-03-29 20:56:52.726129,628, 0
2020-03-29 20:56:52.738476,640, 0
2020-03-29 20:56:52.746865,651, 0
2020-03-29 20:56:52.758961,662, 0
2020-03-29 20:56:52.771304,673, 0
2020-03-29 20:56:52.779605,684, 0
2020-03-29 20:56:52.791740,695, 0
2020-03-29 20:56:52.804148,706, 0
2020-03-29 20:56:52.816338,717, 0
2020-03-29 20:56:52.824429,728, 0
2020-03-29 20:56:52.836835,739, 0
2020-03-29 20:56:52.849138,750, 0
2020-03-29 20:56:52.857179,761, 0
2020-03-29 20:56:52.869617,772, 0
2020-03-29 20:56:52.881921,783, 0
2020-03-29 20:56:52.889966,794, 0
2020-03-29 20:56:52.902403,805, 0
2020-03-29 20:56:52.914631,816, 0
2020-03-29 20:56:52.922715,827, 0
2020-03-29 20:56:52.935247,838, 0
2020-03-29 20:56:52.947349,849, 0
2020-03-29 20:56:52.955507,860, 0
2020-03-29 20:56:52.968056,871, 0
2020-03-29 20:56:52.980219,882, 0
2020-03-29 20:56:52.992556,893, 0
2020-03-29 20:56:53.000720,904, 0
2020-03-29 20:56:53.013096,915, 0
2020-03-29 20:56:53.027470,926, 0
2020-03-29 20:56:53.034156,937, 0
2020-03-29 20:56:53.045778,948, 0
2020-03-29 20:56:53.060961,959, 0
2020-03-29 20:56:53.066002,970, 0
2020-03-29 20:56:53.078221,982, 0
2020-03-29 20:56:53.090835,993, 0
2020-03-29 20:56:53.102862,1004, 0
2020-03-29 20:56:53.114784,1015, 0
2020-03-29 20:56:53.123331,1026, 0
2020-03-29 20:56:53.135616,1037, 0
2020-03-29 20:56:53.147594,1048, 0
2020-03-29 20:56:53.156080,1059, 0
2020-03-29 20:56:53.168422,1070, 0
2020-03-29 20:56:53.180359,1081, 0
2020-03-29 20:56:53.188984,1092, 0
2020-03-29 20:56:53.201143,1103, 0
2020-03-29 20:56:53.213144,1114, 0
2020-03-29 20:56:53.221710,1125, 0
2020-03-29 20:56:53.233911,1136, 0
2020-03-29 20:56:53.246151,1147, 0
2020-03-29 20:56:53.254409,1158, 0
2020-03-29 20:56:53.266664,1169, 0
2020-03-29 20:56:53.278941,1180, 0
2020-03-29 20:56:53.290936,1191, 0
2020-03-29 20:56:53.299401,1202, 0
2020-03-29 20:56:53.311765,1213, 0
2020-03-29 20:56:53.323770,1224, 0
2020-03-29 20:56:53.332194,1235, 0
2020-03-29 20:56:53.344487,1246, 0
2020-03-29 20:56:53.356543,1257, 0
2020-03-29 20:56:53.364940,1268, 0
2020-03-29 20:56:53.377341,1280, 0
2020-03-29 20:56:53.389523,1291, 0
2020-03-29 20:56:53.401545,1302, 0
2020-03-29 20:56:53.410026,1313, 0
2020-03-29 20:56:53.422276,1324, 0
2020-03-29 20:56:53.434281,1335, 0
2020-03-29 20:56:53.442917,1346, 0
2020-03-29 20:56:53.455047,1357, 0
2020-03-29 20:56:53.467117,1368, 0
2020-03-29 20:56:53.475633,1379, 0
2020-03-29 20:56:53.487821,1390, 0
2020-03-29 20:56:53.500353,1401, 0
2020-03-29 20:56:53.508390,1412, 0
2020-03-29 20:56:53.520708,1423, 0
2020-03-29 20:56:53.533022,1434, 0
2020-03-29 20:56:53.544954,1445, 0
2020-03-29 20:56:53.553357,1456, 0
2020-03-29 20:56:53.565692,1467, 0
2020-03-29 20:56:53.577668,1478, 0
2020-03-29 20:56:53.586027,1489, 0
2020-03-29 20:56:53.598599,1500, 0
2020-03-29 20:56:53.610423,1511, 0
2020-03-29 20:56:53.618826,1522, 0
2020-03-29 20:56:53.631212,1533, 0
2020-03-29 20:56:53.643226,1544, 0
2020-03-29 20:56:53.651587,1555, 0
2020-03-29 20:56:53.663933,1566, 0
2020-03-29 20:56:53.676146,1577, 0
2020-03-29 20:56:53.684329,1588, 0
2020-03-29 20:56:53.696700,1599, 0
2020-03-29 20:56:53.708905,1610, 0
2020-03-29 20:56:53.721132,1622, 0
2020-03-29 20:56:53.729384,1633, 0
2020-03-29 20:56:53.741706,1644, 0
2020-03-29 20:56:53.754121,1655, 0
2020-03-29 20:56:53.762212,1666, 0
2020-03-29 20:56:53.774447,1677, 0
2020-03-29 20:56:53.786814,1688, 0
2020-03-29 20:56:53.798909,1699, 0
2020-03-29 20:56:53.807218,1710, 0
2020-03-29 20:56:53.819571,1721, 0
2020-03-29 20:56:53.831668,1732, 0
2020-03-29 20:56:53.839977,1743, 0
2020-03-29 20:56:53.852341,1754, 0
2020-03-29 20:56:53.864434,1765, 0
2020-03-29 20:56:53.872785,1776, 0
2020-03-29 20:56:53.885110,1787, 0
2020-03-29 20:56:53.897205,1798, 0
2020-03-29 20:56:53.905662,1809, 0
2020-03-29 20:56:53.917842,1820, 0
2020-03-29 20:56:53.930096,1831, 0
2020-03-29 20:56:53.938385,1842, 0
2020-03-29 20:56:53.950639,1853, 0
2020-03-29 20:56:53.962850,1864, 0
2020-03-29 20:56:53.975068,1875, 0
2020-03-29 20:56:53.983326,1886, 0
2020-03-29 20:56:53.995642,1897, 0
2020-03-29 20:56:54.007830,1908, 0
2020-03-29 20:56:54.016087,1920, 0
2020-03-29 20:56:54.028533,1931, 0
2020-03-29 20:56:54.040741,1942, 0
2020-03-29 20:56:54.052876,1953, 0
2020-03-29 20:56:54.061211,1964, 0
2020-03-29 20:56:54.073509,1975, 0
2020-03-29 20:56:54.085696,1986, 0
2020-03-29 20:56:54.094073,1997, 0
2020-03-29 20:56:54.106209,2008, 0
2020-03-29 20:56:54.118457,2019, 0
2020-03-29 20:56:54.126845,2030, 0
2020-03-29 20:56:54.138975,2041, 0
2020-03-29 20:56:54.151277,2052, 0
2020-03-29 20:56:54.159528,2063, 0
2020-03-29 20:56:54.171818,2074, 0
2020-03-29 20:56:54.184060,2085, 0
2020-03-29 20:56:54.192306,2096, 0
2020-03-29 20:56:54.204523,2107, 0
2020-03-29 20:56:54.216960,2118, 0
2020-03-29 20:56:54.229046,2129, 0
2020-03-29 20:56:54.237283,2140, 0
2020-03-29 20:56:54.249647,2151, 0
2020-03-29 20:56:54.261853,2162, 0
2020-03-29 20:56:54.270041,2173, 0
2020-03-29 20:56:54.282416,2184, 0
2020-03-29 20:56:54.294617,2195, 0
2020-03-29 20:56:54.302809,2206, 0
2020-03-29 20:56:54.315181,2217, 0
2020-03-29 20:56:54.327371,2228, 0
2020-03-29 20:56:54.335571,2239, 0
2020-03-29 20:56:54.347935,2250, 0
2020-03-29 20:56:54.360155,2262, 0
2020-03-29 20:56:54.372581,2273, 0
2020-03-29 20:56:54.380672,2284, 0
2020-03-29 20:56:54.392912,2295, 0
2020-03-29 20:56:54.405278,2306, 0
2020-03-29 20:56:54.413397,2317, 0
2020-03-29 20:56:54.425686,2328, 0
2020-03-29 20:56:54.438127,2339, 0
2020-03-29 20:56:54.446171,2350, 0
2020-03-29 20:56:54.458445,2361, 0
2020-03-29 20:56:54.470815,2372, 0
2020-03-29 20:56:54.483479,2383, 0
2020-03-29 20:56:54.491700,2394, 0
2020-03-29 20:56:54.504326,2405, 0
2020-03-29 20:56:54.516304,2416, 0
2020-03-29 20:56:54.524505,2427, 0
2020-03-29 20:56:54.537022,2438, 0
2020-03-29 20:56:54.549099,2449, 0
2020-03-29 20:56:54.557261,2460, 0
2020-03-29 20:56:54.569896,2471, 0
2020-03-29 20:56:54.581992,2482, 0
2020-03-29 20:56:54.590229,2493, 0
2020-03-29 20:56:54.602249,2504, 0
2020-03-29 20:56:54.614647,2515, 0
2020-03-29 20:56:54.622644,2526, 0
2020-03-29 20:56:54.634976,2537, 0
2020-03-29 20:56:54.647157,2548, 0
2020-03-29 20:56:54.659703,2560, 0
2020-03-29 20:56:54.667625,2571, 0
2020-03-29 20:56:54.679922,2582, 0
2020-03-29 20:56:54.692249,2593, 0
2020-03-29 20:56:54.700256,2604, 0
2020-03-29 20:56:54.712533,2615, 0
2020-03-29 20:56:54.724915,2626, 0
2020-03-29 20:56:54.737123,2637, 0
2020-03-29 20:56:54.745304,2648, 0
2020-03-29 20:56:54.757688,2659, 0
2020-03-29 20:56:54.769884,2670, 0
2020-03-29 20:56:54.778125,2681, 0
2020-03-29 20:56:54.790603,2692, 0
2020-03-29 20:56:54.802792,2703, 0
2020-03-29 20:56:54.811042,2714, 0
2020-03-29 20:56:54.823375,2725, 0
2020-03-29 20:56:54.835632,2736, 0
2020-03-29 20:56:54.843906,2747, 0
2020-03-29 20:56:54.856153,2758, 0
2020-03-29 20:56:54.868324,2769, 0
2020-03-29 20:56:54.876638,2780, 0
2020-03-29 20:56:54.889141,2791, 0
2020-03-29 20:56:54.901103,2802, 0
2020-03-29 20:56:54.913646,2813, 0
2020-03-29 20:56:54.921557,2824, 0
2020-03-29 20:56:54.933926,2835, 0
2020-03-29 20:56:54.946433,2846, 0
2020-03-29 20:56:54.957879,2857, 0
2020-03-29 20:56:54.966622,2868, 0
2020-03-29 20:56:54.979256,2879, 0
2020-03-29 20:56:54.990684,2890, 0
2020-03-29 20:56:54.999465,2902, 0
2020-03-29 20:56:55.011926,2913, 0
2020-03-29 20:56:55.023962,2924, 1
2020-03-29 20:56:55.035895,2935, 1
2020-03-29 20:56:55.044458,2946, 1
2020-03-29 20:56:55.056738,2957, 1
2020-03-29 20:56:55.068766,2968, 1
2020-03-29 20:56:55.077344,2979, 1
2020-03-29 20:56:55.089501,2990, 1
2020-03-29 20:56:55.101553,3001, 1
2020-03-29 20:56:55.109977,3012, 1
2020-03-29 20:56:55.122257,3023, 1
2020-03-29 20:56:55.134183,3034, 1
2020-03-29 20:56:55.142743,3045, 1
2020-03-29 20:56:55.155018,3056, 2
2020-03-29 20:56:55.167583,3067, 2
2020-03-29 20:56:55.175506,3078, 2
2020-03-29 20:56:55.187796,3089, 2
2020-03-29 20:56:55.200350,3100, 2
2020-03-29 20:56:55.211913,3111, 2
2020-03-29 20:56:55.220642,3122, 2
2020-03-29 20:56:55.232962,3133, 2
2020-03-29 20:56:55.244740,3144, 2
2020-03-29 20:56:55.253414,3155, 2
2020-03-29 20:56:55.265735,3166, 2
2020-03-29 20:56:55.277493,3177, 3
2020-03-29 20:56:55.286268,3188, 3
2020-03-29 20:56:55.298565,3200, 3
2020-03-29 20:56:55.310687,3211, 3
2020-03-29 20:56:55.322789,3222, 3
2020-03-29 20:56:55.331189,3233, 3
2020-03-29 20:56:55.343484,3244, 3
2020-03-29 20:56:55.355521,3255, 3
2020-03-29 20:56:55.363923,3266, 3
2020-03-29 20:56:55.376237,3277, 3
2020-03-29 20:56:55.388335,3288, 3
2020-03-29 20:56:55.396689,3299, 4
2020-03-29 20:56:55.409110,3310, 4
2020-03-29 20:56:55.421521,3321, 4
2020-03-29 20:56:55.429478,3332, 4
2020-03-29 20:56:55.441801,3343, 4
2020-03-29 20:56:55.454292,3354, 4
2020-03-29 20:56:55.465969,3365, 4
2020-03-29 20:56:55.474599,3376, 4
2020-03-29 20:56:55.486903,3387, 4
2020-03-29 20:56:55.498793,3398, 4
2020-03-29 20:56:55.507305,3409, 4
2020-03-29 20:56:55.519665,3420, 4
2020-03-29 20:56:55.531498,3431, 4
2020-03-29 20:56:55.540164,3442, 4
2020-03-29 20:56:55.552425,3453, 4
2020-03-29 20:56:55.564335,3464, 4
2020-03-29 20:56:55.572937,3475, 4
2020-03-29 20:56:55.585171,3486, 4
2020-03-29 20:56:55.597419,3497, 4
2020-03-29 20:56:55.605821,3508, 4
2020-03-29 20:56:55.617925,3519, 4
2020-03-29 20:56:55.630176,3530, 4
2020-03-29 20:56:55.642400,3542, 4
2020-03-29 20:56:55.650637,3553, 4
2020-03-29 20:56:55.662929,3564, 4
2020-03-29 20:56:55.675395,3575, 4
2020-03-29 20:56:55.683409,3586, 4
2020-03-29 20:56:55.695731,3597, 4
2020-03-29 20:56:55.708154,3608, 4
2020-03-29 20:56:55.720100,3619, 4
2020-03-29 20:56:55.728692,3630, 4
2020-03-29 20:56:55.740825,3641, 4
2020-03-29 20:56:55.752814,3652, 4
2020-03-29 20:56:55.761306,3663, 4
2020-03-29 20:56:55.773611,3674, 4
2020-03-29 20:56:55.785584,3685, 4
2020-03-29 20:56:55.794134,3696, 4
2020-03-29 20:56:55.806389,3707, 4
2020-03-29 20:56:55.818347,3718, 4
2020-03-29 20:56:55.826876,3729, 4
2020-03-29 20:56:55.839180,3740, 4
2020-03-29 20:56:55.851338,3751, 4
2020-03-29 20:56:55.859758,3762, 4
2020-03-29 20:56:55.871848,3773, 4
2020-03-29 20:56:55.884086,3784, 4
2020-03-29 20:56:55.896487,3795, 4
2020-03-29 20:56:55.904579,3806, 4
2020-03-29 20:56:55.916861,3817, 4
2020-03-29 20:56:55.929046,3828, 4
2020-03-29 20:56:55.937341,3840, 4
2020-03-29 20:56:55.949668,3851, 4
2020-03-29 20:56:55.962161,3862, 4
2020-03-29 20:56:55.974071,3873, 4
2020-03-29 20:56:55.982491,3884, 4
2020-03-29 20:56:55.994773,3895, 4
2020-03-29 20:56:56.006822,3906, 4
2020-03-29 20:56:56.015209,3917, 4
2020-03-29 20:56:56.027548,3928, 4
2020-03-29 20:56:56.039659,3939, 4
2020-03-29 20:56:56.048056,3950, 4
2020-03-29 20:56:56.060318,3961, 4
2020-03-29 20:56:56.072433,3972, 4
2020-03-29 20:56:56.080825,3983, 4
2020-03-29 20:56:56.093078,3994, 4
2020-03-29 20:56:56.105298,4005, 4
2020-03-29 20:56:56.113731,4016, 4
2020-03-29 20:56:56.125780,4027, 4
2020-03-29 20:56:56.138030,4038, 4
2020-03-29 20:56:56.150537,4049, 4
2020-03-29 20:56:56.158579,4060, 4
2020-03-29 20:56:56.170798,4071, 4
2020-03-29 20:56:56.183355,4082, 4
2020-03-29 20:56:56.191275,4093, 4
2020-03-29 20:56:56.203631,4104, 4
2020-03-29 20:56:56.216117,4115, 4
2020-03-29 20:56:56.224118,4126, 4
2020-03-29 20:56:56.236522,4137, 4
2020-03-29 20:56:56.248883,4148, 4
2020-03-29 20:56:56.256811,4159, 4
2020-03-29 20:56:56.269170,4170, 4
2020-03-29 20:56:56.281493,4182, 4
2020-03-29 20:56:56.293689,4193, 4
2020-03-29 20:56:56.302013,4204, 4
2020-03-29 20:56:56.314265,4215, 4
2020-03-29 20:56:56.326453,4226, 4
2020-03-29 20:56:56.334757,4237, 4
2020-03-29 20:56:56.347018,4248, 4
2020-03-29 20:56:56.359211,4259, 4
2020-03-29 20:56:56.367640,4270, 4
2020-03-29 20:56:56.379724,4281, 4
2020-03-29 20:56:56.391984,4292, 4
2020-03-29 20:56:56.404528,4303, 4
2020-03-29 20:56:56.412456,4314, 4
2020-03-29 20:56:56.424756,4325, 4
2020-03-29 20:56:56.437283,4336, 4
2020-03-29 20:56:56.445227,4347, 4
2020-03-29 20:56:56.457567,4358, 4
2020-03-29 20:56:56.470056,4369, 4
2020-03-29 20:56:56.477989,4380, 4
2020-03-29 20:56:56.490358,4391, 4
2020-03-29 20:56:56.502679,4402, 4
2020-03-29 20:56:56.510787,4413, 4
2020-03-29 20:56:56.523098,4424, 4
2020-03-29 20:56:56.535439,4435, 4
2020-03-29 20:56:56.543539,4446, 4
2020-03-29 20:56:56.555952,4457, 4
2020-03-29 20:56:56.568202,4468, 4
2020-03-29 20:56:56.580472,4480, 4
2020-03-29 20:56:56.588876,4491, 4
2020-03-29 20:56:56.600962,4502, 4
2020-03-29 20:56:56.613165,4513, 4
2020-03-29 20:56:56.621584,4524, 4
2020-03-29 20:56:56.633675,4535, 4
2020-03-29 20:56:56.645929,4546, 4
2020-03-29 20:56:56.658402,4557, 4
2020-03-29 20:56:56.666428,4568, 4
2020-03-29 20:56:56.678736,4579, 4
2020-03-29 20:56:56.691167,4590, 4
2020-03-29 20:56:56.699172,4601, 4
2020-03-29 20:56:56.711501,4612, 4
2020-03-29 20:56:56.723918,4623, 4
2020-03-29 20:56:56.731942,4634, 4
2020-03-29 20:56:56.744326,4645, 4
2020-03-29 20:56:56.756608,4656, 4
2020-03-29 20:56:56.764706,4667, 4
2020-03-29 20:56:56.777048,4678, 4
2020-03-29 20:56:56.789374,4689, 4
2020-03-29 20:56:56.797460,4700, 4
2020-03-29 20:56:56.809887,4711, 4
2020-03-29 20:56:56.822133,4722, 4
2020-03-29 20:56:56.834339,4733, 4
2020-03-29 20:56:56.842651,4744, 4
2020-03-29 20:56:56.854930,4755, 4
2020-03-29 20:56:56.867095,4766, 4
2020-03-29 20:56:56.878944,4777, 4
2020-03-29 20:56:56.887576,4788, 4
2020-03-29 20:56:56.899854,4799, 4
2020-03-29 20:56:56.911796,4810, 4
2020-03-29 20:56:56.920354,4822, 4
2020-03-29 20:56:56.932624,4833, 4
2020-03-29 20:56:56.945172,4844, 4
2020-03-29 20:56:56.956656,4855, 4
2020-03-29 20:56:56.965477,4866, 4
2020-03-29 20:56:56.977930,4877, 4
2020-03-29 20:56:56.989497,4888, 4
2020-03-29 20:56:56.998267,4899, 4
2020-03-29 20:56:57.010577,4910, 4
2020-03-29 20:56:57.022262,4921, 4
2020-03-29 20:56:57.031026,4932, 4
2020-03-29 20:56:57.043314,4943, 4
2020-03-29 20:56:57.055041,4954, 4
2020-03-29 20:56:57.063839,4965, 4
2020-03-29 20:56:57.076087,4976, 4
2020-03-29 20:56:57.088291,4987, 4
2020-03-29 20:56:57.096622,4998, 4
2020-03-29 20:56:57.108884,5009, 4
2020-03-29 20:56:57.121039,5020, 4
2020-03-29 20:56:57.132882,5031, 4
2020-03-29 20:56:57.141505,5042, 4
2020-03-29 20:56:57.153801,5053, 4
2020-03-29 20:56:57.165714,5064, 4
2020-03-29 20:56:57.174275,5075, 4
2020-03-29 20:56:57.186623,5086, 4
2020-03-29 20:56:57.198463,5097, 4
2020-03-29 20:56:57.207053,5108, 4
2020-03-29 20:56:57.219387,5120, 4
2020-03-29 20:56:57.231739,5131, 4
2020-03-29 20:56:57.243506,5142, 4
2020-03-29 20:56:57.252269,5153, 4
2020-03-29 20:56:57.264492,5164, 4
2020-03-29 20:56:57.276265,5175, 4
2020-03-29 20:56:57.284972,5186, 4
2020-03-29 20:56:57.297266,5197, 4
2020-03-29 20:56:57.309100,5208, 4
2020-03-29 20:56:57.317901,5219, 4
2020-03-29 20:56:57.330031,5230, 4
2020-03-29 20:56:57.342226,5241, 4
2020-03-29 20:56:57.350558,5252, 4
2020-03-29 20:56:57.362850,5263, 4
2020-03-29 20:56:57.374972,5274, 4
2020-03-29 20:56:57.386961,5285, 4
2020-03-29 20:56:57.395468,5296, 4
2020-03-29 20:56:57.407746,5307, 4
2020-03-29 20:56:57.419779,5318, 4
2020-03-29 20:56:57.428340,5329, 4
2020-03-29 20:56:57.440579,5340, 4
2020-03-29 20:56:57.452470,5351, 4
2020-03-29 20:56:57.461005,5362, 4
2020-03-29 20:56:57.473355,5373, 4
2020-03-29 20:56:57.485308,5384, 4
2020-03-29 20:56:57.493772,5395, 4
2020-03-29 20:56:57.506204,5406, 4
2020-03-29 20:56:57.518438,5417, 4
2020-03-29 20:56:57.526568,5428, 4
2020-03-29 20:56:57.538990,5439, 4
2020-03-29 20:56:57.551198,5450, 4
2020-03-29 20:56:57.563110,5462, 4
2020-03-29 20:56:57.571909,5473, 4
2020-03-29 20:56:57.583953,5484, 4
2020-03-29 20:56:57.596175,5495, 4
2020-03-29 20:56:57.604499,5506, 4
2020-03-29 20:56:57.616757,5517, 4
2020-03-29 20:56:57.629048,5528, 4
2020-03-29 20:56:57.641038,5539, 4
2020-03-29 20:56:57.649429,5550, 4
2020-03-29 20:56:57.661696,5561, 4
2020-03-29 20:56:57.673787,5572, 4
2020-03-29 20:56:57.682181,5583, 4
2020-03-29 20:56:57.694518,5594, 4
2020-03-29 20:56:57.706543,5605, 4
2020-03-29 20:56:57.714928,5616, 4
2020-03-29 20:56:57.727287,5627, 4
2020-03-29 20:56:57.739313,5638, 4
2020-03-29 20:56:57.747709,5649, 4
2020-03-29 20:56:57.760123,5660, 4
2020-03-29 20:56:57.772439,5671, 4
2020-03-29 20:56:57.780476,5682, 4
2020-03-29 20:56:57.792845,5693, 4
2020-03-29 20:56:57.805143,5704, 4
2020-03-29 20:56:57.817189,5715, 4
2020-03-29 20:56:57.825736,5726, 4
2020-03-29 20:56:57.837906,5737, 4
2020-03-29 20:56:57.850000,5748, 4
2020-03-29 20:56:57.858419,5760, 4
2020-03-29 20:56:57.870709,5771, 4
2020-03-29 20:56:57.882868,5782, 4
2020-03-29 20:56:57.895052,5793, 4
2020-03-29 20:56:57.903367,5804, 4
2020-03-29 20:56:57.915638,5815, 4
2020-03-29 20:56:57.927813,5826, 4
2020-03-29 20:56:57.936128,5837, 4
2020-03-29 20:56:57.948454,5848, 4
2020-03-29 20:56:57.960642,5859, 4
2020-03-29 20:56:57.968966,5870, 4
2020-03-29 20:56:57.981240,5881, 4
2020-03-29 20:56:57.993403,5892, 4
2020-03-29 20:56:58.001656,5903, 4
2020-03-29 20:56:58.014079,5914, 4
2020-03-29 20:56:58.026339,5925, 4
2020-03-29 20:56:58.034458,5936, 4
2020-03-29 20:56:58.046795,5947, 4
2020-03-29 20:56:58.059131,5958, 4
2020-03-29 20:56:58.071216,5969, 4
2020-03-29 20:56:58.079716,5980, 4
2020-03-29 20:56:58.091819,5991, 4
2020-03-29 20:56:58.103972,6002, 4
2020-03-29 20:56:58.112391,6013, 4
2020-03-29 20:56:58.124604,6024, 4
2020-03-29 20:56:58.136889,6035, 4
2020-03-29 20:56:58.145174,6046, 4
2020-03-29 20:56:58.157290,6057, 4
2020-03-29 20:56:58.169639,6068, 4
2020-03-29 20:56:58.177892,6079, 4
2020-03-29 20:56:58.190066,6090, 4
2020-03-29 20:56:58.202394,6102, 4
2020-03-29 20:56:58.214756,6113, 4
2020-03-29 20:56:58.222824,6124, 4
2020-03-29 20:56:58.235161,6135, 4
2020-03-29 20:56:58.247509,6146, 4
2020-03-29 20:56:58.255579,6157, 4
2020-03-29 20:56:58.268020,6168, 4
2020-03-29 20:56:58.280265,6179, 4
2020-03-29 20:56:58.288345,6190, 4
2020-03-29 20:56:58.300805,6201, 4
2020-03-29 20:56:58.313029,6212, 4
2020-03-29 20:56:58.325226,6223, 4
2020-03-29 20:56:58.333681,6234, 4
2020-03-29 20:56:58.345789,6245, 4
2020-03-29 20:56:58.357988,6256, 4
2020-03-29 20:56:58.366321,6267, 4
2020-03-29 20:56:58.378627,6278, 4
2020-03-29 20:56:58.390771,6289, 4
2020-03-29 20:56:58.399179,6300, 4
2020-03-29 20:56:58.411245,6311, 4
2020-03-29 20:56:58.423511,6322, 4
2020-03-29 20:56:58.431950,6333, 4
2020-03-29 20:56:58.444019,6344, 4
2020-03-29 20:56:58.456349,6355, 4
2020-03-29 20:56:58.464763,6366, 4
2020-03-29 20:56:58.476794,6377, 4
2020-03-29 20:56:58.489150,6388, 4
2020-03-29 20:56:58.501452,6400, 4
2020-03-29 20:56:58.509534,6411, 4
2020-03-29 20:56:58.522013,6422, 4
2020-03-29 20:56:58.534205,6433, 4
2020-03-29 20:56:58.542329,6444, 4
2020-03-29 20:56:58.554678,6455, 4
2020-03-29 20:56:58.566981,6466, 4
2020-03-29 20:56:58.579170,6477, 4
2020-03-29 20:56:58.587601,6488, 4
2020-03-29 20:56:58.599800,6499, 4
2020-03-29 20:56:58.611937,6510, 4
2020-03-29 20:56:58.620253,6521, 4
2020-03-29 20:56:58.632515,6532, 4
2020-03-29 20:56:58.644781,6543, 4
2020-03-29 20:56:58.653181,6554, 4
2020-03-29 20:56:58.665182,6565, 4
2020-03-29 20:56:58.677459,6576, 4
2020-03-29 20:56:58.685848,6587, 4
2020-03-29 20:56:58.697947,6598, 4
2020-03-29 20:56:58.710289,6609, 5
2020-03-29 20:56:58.718835,6620, 5
2020-03-29 20:56:58.730737,6631, 5
2020-03-29 20:56:58.743053,6642, 5
2020-03-29 20:56:58.755380,6653, 5
2020-03-29 20:56:58.763484,6664, 5
2020-03-29 20:56:58.775909,6675, 5
2020-03-29 20:56:58.788157,6686, 5
2020-03-29 20:56:58.799799,6697, 5
2020-03-29 20:56:58.808861,6708, 5
2020-03-29 20:56:58.820928,6719, 5
2020-03-29 20:56:58.832560,6730, 5
2020-03-29 20:56:58.841483,6742, 5
2020-03-29 20:56:58.853664,6753, 6
2020-03-29 20:56:58.865880,6764, 6
2020-03-29 20:56:58.877802,6775, 6
2020-03-29 20:56:58.886388,6786, 6
2020-03-29 20:56:58.898687,6797, 6
2020-03-29 20:56:58.910490,6808, 6
2020-03-29 20:56:58.919128,6819, 6
2020-03-29 20:56:58.931454,6830, 6
2020-03-29 20:56:58.943246,6841, 6
2020-03-29 20:56:58.951894,6852, 6
2020-03-29 20:56:58.964266,6863, 6
2020-03-29 20:56:58.976000,6874, 6
2020-03-29 20:56:58.984650,6885, 6
2020-03-29 20:56:58.997002,6896, 7
2020-03-29 20:56:59.009348,6907, 7
2020-03-29 20:56:59.017450,6918, 7
2020-03-29 20:56:59.029901,6929, 7
2020-03-29 20:56:59.042083,6940, 7
2020-03-29 20:56:59.053819,6951, 7
2020-03-29 20:56:59.062626,6962, 7
2020-03-29 20:56:59.074846,6973, 7
2020-03-29 20:56:59.086634,6984, 7
2020-03-29 20:56:59.095543,6995, 7
2020-03-29 20:56:59.107538,7006, 7
2020-03-29 20:56:59.119409,7017, 7
2020-03-29 20:56:59.128238,7028, 8
2020-03-29 20:56:59.140350,7040, 8
2020-03-29 20:56:59.152587,7051, 8
